responseid	interview_start	interview_end	In your current role do you carry out primary research?	published_yesNPG	published_yesnonNPG	published_no	published_nosay	familiar_reproducibility	crisis_yesMedia	crisis_yesJournals	crisis_yesConferences	ciris_yesColleagues	crisis_yesElsewhere	crisis_no	significance_crisis	flagged	proportion_reproducible	field_reproducibility	try_failOwn	try_failElse	published_successElse	published_failElse	nopublish_success	noprublish_fail	job	field	improve_funding_to_reproduce	improve_funding_for_practices	improve_teaching	improve_mentoring	improve_stats	improve_experimantal_design	improve_validationa_outside_lab	improve_journal	improve_mentoring	improve_time_check	"""I think that the failure to reproduce scientific studies is a major problem in my field"""	"""I think that the failure to reproduce scientific studies is a major problem for all fields"""	Think about reproducibility of your research	Speak to you colleagues about reproducibility	Question the reproducibility of other scientists' work	Have you encountered efforts or directives from funding agencies designed to improve reproducibility of the work you do?	Have you encountered efforts from journal publishers designed to enhance or ensure the reproducibility of your work (e.g. using checklists to ensure standards for describing research methods)?	How many members are in your lab?	What is your age?
7353	27/10/2015	27/10/2015	Yes	0	0	1	0	Fairly familiar	0	1	0	1	1	0	There is a significant crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology	Not at all likely	Very likely	Not at all likely	Likely	Very likely	Very likely	Very likely	Not at all likely	Not very likely	Likely	Strongly agree	Agree	Monthly	Weekly	Daily	Not applicable	No	1-5 members	25 - 34
7362	27/10/2015	27/10/2015	Yes	1	0	0	0	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Research Scientist	Biology	Likely	Likely	Likely	Likely	Likely	Not very likely	Likely	Not very likely	Likely	Likely	Agree	Agree	Weekly	Monthly	Monthly	No	Yes	11-25 members	35 - 44
7365	27/10/2015	27/10/2015	Yes	1	0	0	0	Very familiar	0	0	0	0	1	0	There is a slight crisis of reproducibility	A reasonable amount	30%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Senior Scientist	Chemistry	Very likely	Very likely	Likely	Very likely	Likely	Very likely	Likely	Not very likely	Not at all likely	Not at all likely	Agree	Strongly agree	Daily	Daily	Daily	No	Yes	11-25 members	35 - 44
7367	27/10/2015	27/10/2015	Yes	0	1	0	0	Fairly familiar	1	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...worse than for other scientific fields on average."""	No	No	Yes	No	No	No	Research Scientist	Earth and Environmental Science	Likely	Likely	I don't know	Likely	Likely	Likely	Likely	I don't know	Not very likely	I don't know	Neither agree nor disagree	Agree	Monthly	Quarterly	Quarterly	No	No	6-10 members	45 - 54
7368	27/10/2015	27/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Research Scientist	Biology	Very likely	Very likely	Not at all likely	Likely	Likely	Very likely	Likely	Likely	Likely	Likely	Neither agree nor disagree	Agree	Quarterly	Monthly	Monthly	No	Yes	6-10 members	35 - 44
7370	28/10/2015	28/10/2015	Yes	1	0	0	0	Very familiar	0	1	1	0	0	0	There is a slight crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Chemistry	Very likely	Very likely	Likely	Very likely	Likely	Likely	Likely	Likely	Likely	Very likely	Neither agree nor disagree	Agree	Weekly	Monthly	Weekly	No	Yes	11-25 members	25 - 34
7373	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	90%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Senior Scientist	Earth and Environmental Science	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Agree	Agree	Weekly	Never	Monthly	No	No	None	65 or over
7379	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	0	1	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Biology	Likely	Not very likely	Likely	Very likely	Not very likely	Very likely	Not very likely	Likely	Likely	Very likely	Disagree	Neither agree nor disagree	Monthly	Monthly	Quarterly	No	Not applicable	1-5 members	35 - 44
7387	28/10/2015	28/10/2015	Yes	0	1	0	0	Somewhat familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	A reasonable amount	40%	"...about the same as for other scientific fields on average"""	I can't remember	I can't remember	No	No	No	No	Associate professor/Lecturer	Physics	Likely	Very likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Neither agree nor disagree	Neither agree nor disagree	Monthly	Never	Quarterly	No	No	11-25 members	35 - 44
7392	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	I don't know	I am unsure	90%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Associate professor/Lecturer	Engineering	Very likely	Likely	Likely	Very likely	Very likely	Likely	Very likely	Likely	Not very likely	Not very likely	Disagree	Disagree	Never	Never	Never	No	No	11-25 members	35 - 44
7398	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	Research Scientist	Other	Very likely	Very likely	Likely	Likely	Likely	Not very likely	Likely	Likely	Likely	Likely	Agree	Agree	Weekly	Monthly	Monthly	No	Yes	6-10 members	45 - 54
7400	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	PhD Student	Engineering	Likely	Very likely	Not very likely	Likely	Very likely	Likely	Very likely	Likely	Not very likely	Not at all likely	Agree	Strongly agree	Quarterly	Never	Monthly	No	No	11-25 members	25 - 34
7444	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	40%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Very likely	Neither agree nor disagree	Agree	Weekly	Weekly	Weekly	No	Yes	1-5 members	35 - 44
7455	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	0	1	0	0	0	There is a slight crisis of reproducibility	I am unsure	90%	"...better than for other scientific fields on average."""	Yes	No	No	No	No	No	Research Scientist	Earth and Environmental Science	Very likely	Likely	Not very likely	Likely	Not very likely	Likely	Very likely	Likely	Not very likely	Likely	Strongly disagree	Strongly disagree	Quarterly	Quarterly	Quarterly	Yes	No	1-5 members	45 - 54
7464	28/10/2015	28/10/2015	Yes	1	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	I can't remember	I can't remember	Research Scientist	Other	Likely	Likely	Not very likely	Likely	Very likely	Very likely	Very likely	Very likely	Not very likely	Not very likely	Strongly agree	Neither agree nor disagree	Monthly	Monthly	Weekly	No	Yes	1-5 members	35 - 44
7471	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	No	No	Yes	No	No	No	Research Scientist	Biology	Likely	Likely	Very likely	Very likely	Very likely	Very likely	I don't know	Not very likely	Very likely	Very likely	Agree	Neither agree nor disagree	Weekly	Quarterly	Weekly	No	Yes	1-5 members	35 - 44
7472	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	There is a significant crisis of reproducibility	Not enough	50%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Research Scientist	Medicine	Very likely	Very likely	Likely	Likely	Very likely	Likely	Very likely	Very likely	Not very likely	Not very likely	Agree	Agree	Weekly	Monthly	Monthly	No	No	1-5 members	25 - 34
7480	28/10/2015	28/10/2015	Yes	1	1	0	0	Fairly familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	No	Yes	Other (please specify)	Biology	Likely	Likely	Very likely	Very likely	Likely	Likely	Not very likely	Not very likely	Very likely	Likely	Disagree	Neither agree nor disagree	Monthly	Quarterly	Monthly	No	No	11-25 members	25 - 34
7492	28/10/2015	28/10/2015	Yes	1	0	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	No	No	No	Post-doctoral Fellow	Biology	Likely	Likely	Not very likely	Very likely	Very likely	Very likely	Not very likely	Not very likely	Likely	Likely	Strongly agree	Strongly agree	Daily	Daily	Weekly	No	No	6-10 members	25 - 34
7494	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	0	1	0	0	0	There is a significant crisis of reproducibility	Not enough	10%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Professor	Earth and Environmental Science	Very likely	Very likely	Likely	Likely	Not at all likely	Not at all likely	Very likely	Very likely	Not very likely	Not very likely	Agree	Strongly agree	Monthly	Quarterly	Quarterly	No	Yes	1-5 members	35 - 44
7495	28/10/2015	28/10/2015	Yes	1	0	0	0	Very familiar	1	1	1	1	1	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	Yes	Yes	Associate professor/Lecturer	Medicine	Not very likely	Likely	Not very likely	Not very likely	Likely	Likely	Not very likely	Not very likely	Not very likely	Not very likely	Strongly agree	Strongly agree	Daily	Daily	Daily	Yes	Yes	6-10 members	45 - 54
7496	28/10/2015	28/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Senior Scientist	Chemistry	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Very likely	Agree	Agree	Monthly	Monthly	Quarterly	No	No	6-10 members	35 - 44
7499	28/10/2015	28/10/2015	Yes	1	0	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Research Scientist	Biology	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Agree	Strongly agree	Daily	Weekly	Daily	No	No	6-10 members	45 - 54
7513	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	0	0	1	1	0	0	There is no crisis of reproducibility	I am unsure	80%	"...better than for other scientific fields on average."""	Yes	No	No	No	No	No	PhD Student	Biology	Not very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Not very likely	Not very likely	Very likely	Very likely	Agree	Agree	Daily	Daily	Quarterly	No	No	6-10 members	25 - 34
7528	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Associate professor/Lecturer	Engineering	Likely	Likely	Likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Very likely	Neither agree nor disagree	Agree	Quarterly	Quarterly	Quarterly	Yes	Yes	1-5 members	25 - 34
7531	29/10/2015	29/10/2015	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	I am unsure	70%	I am unsure	Yes	Yes	I can't remember	Yes	No	No	Professor	Other	Very likely	Not very likely	Not very likely	Likely	Likely	I don't know	I don't know	Not very likely	Not very likely	Likely	Neither agree nor disagree	Agree	Monthly	Never	Weekly	No	No	None	55 - 64
7535	29/10/2015	29/10/2015	Yes	1	1	0	0	Very familiar	0	1	1	1	0	0	There is a slight crisis of reproducibility	Not enough	80%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	Yes	Staff Scientist	Biology	Very likely	Likely	Not very likely	Not very likely	Not very likely	Likely	Very likely	Not at all likely	Likely	Likely	Agree	Agree	Monthly	Never	Weekly	No	Yes	6-10 members	35 - 44
7536	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	20%	I am unsure	Yes	Yes	I can't remember	I can't remember	I can't remember	I can't remember	Senior Scientist	Biology	Not very likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Likely	Likely	Likely	Neither agree nor disagree	Neither agree nor disagree	Daily	Weekly	Weekly	Yes	Yes	11-25 members	65 or over
7539	29/10/2015	29/10/2015	Yes	0	1	0	0	Not at all familiar	0	0	0	0	0	1	I don't know	I am unsure	80%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	No	No	Post-doctoral Fellow	Chemistry	Likely	Likely	Very likely	Very likely	Very likely	Likely	Likely	Not very likely	Very likely	Very likely	Agree	Agree	Weekly	Weekly	Monthly	No	No	6-10 members	35 - 44
7542	29/10/2015	29/10/2015	Yes	1	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	90%	I am unsure	No	Yes	Yes	No	No	I can't remember	Research Scientist	Biology	Likely	Likely	Likely	Very likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Neither agree nor disagree	Neither agree nor disagree	Daily	Quarterly	Quarterly	No	No	6-10 members	35 - 44
7547	29/10/2015	29/10/2015	Yes	0	0	1	0	Fairly familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	I am unsure	Yes	Yes	No	No	No	No	PhD Student	Biology	Likely	Likely	Very likely	Very likely	Likely	Likely	Likely	I don't know	Likely	Likely	Agree	Agree	Weekly	Weekly	Weekly	No	No	26-50 members	25 - 34
7568	29/10/2015	29/10/2015	Yes	1	0	0	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	No	Yes	No	No	Yes	Yes	Student	Engineering	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Not very likely	Not very likely	Strongly agree	Strongly agree	Weekly	Weekly	Daily	Not applicable	Yes	11-25 members	18 - 24
7579	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	0	0	1	1	1	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Post-doctoral Fellow	Other	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Likely	Likely	Not very likely	Agree	Neither agree nor disagree	Weekly	Weekly	Weekly	No	No	6-10 members	35 - 44
7587	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	0	0	1	0	0	0	There is a slight crisis of reproducibility	Not enough	80%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	PhD Student	Other	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Not very likely	Likely	Likely	Likely	Disagree	Neither agree nor disagree	Quarterly	Quarterly	Quarterly	No	Yes	6-10 members	25 - 34
7591	29/10/2015	29/10/2015	Yes	0	1	0	0	Fairly familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	70%	"...better than for other scientific fields on average."""	No	Yes	Yes	Yes	No	No	Post-doctoral Fellow	Engineering	Very likely	Likely	Not very likely	Not at all likely	Very likely	Likely	Likely	Not very likely	Not very likely	Not very likely	Disagree	Neither agree nor disagree	Monthly	Never	Quarterly	Yes	No	6-10 members	35 - 44
7608	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	I am unsure	No	Yes	Yes	Yes	No	No	Post-doctoral Fellow	Biology	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Strongly agree	Agree	Weekly	Weekly	Weekly	No	Yes	11-25 members	35 - 44
7609	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	1	0	1	1	0	0	I don't know	Too much	90%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Associate professor/Lecturer	Chemistry	Not very likely	Likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Likely	Disagree	Neither agree nor disagree	Daily	Daily	Weekly	No	Yes	6-10 members	35 - 44
7614	29/10/2015	29/10/2015	Yes	0	0	0	1	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	No	Yes	Yes	Yes	No	Yes	Technician/Research Assistant	Biology	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Strongly agree	Agree	Weekly	Weekly	Weekly	No	Not applicable	1-5 members	45 - 54
7617	29/10/2015	29/10/2015	Yes	1	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	80%	"...worse than for other scientific fields on average."""	Yes	Yes	No	Yes	No	No	Research Scientist	Biology	Likely	Likely	Not very likely	Likely	Likely	Not very likely	Likely	Likely	Likely	Likely	Agree	Strongly agree	Daily	Quarterly	Monthly	No	No	11-25 members	35 - 44
7618	29/10/2015	29/10/2015	Yes	1	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	Yes	I can't remember	I can't remember	Principal Investigator	Biology	Likely	Not very likely	Not very likely	I don't know	Not very likely	Likely	Likely	Not very likely	Not very likely	Not very likely	Strongly agree	Strongly agree	Daily	Monthly	Monthly	Yes	Yes	1-5 members	45 - 54
7621	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	0	0	1	1	0	0	There is a slight crisis of reproducibility	Not enough	60%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Post-doctoral Fellow	Biology	Very likely	Very likely	Not very likely	Likely	Likely	Very likely	Likely	Not very likely	Not very likely	Likely	Disagree	Agree	Daily	Quarterly	Weekly	No	Yes	26-50 members	35 - 44
7622	29/10/2015	30/10/2015	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	I don't know	A reasonable amount	70%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Senior Scientist	Other	Likely	Likely	Not very likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Agree	Agree	Never	Never	Quarterly	No	Yes	More than 50 members	55 - 64
7623	29/10/2015	29/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	50%	"...worse than for other scientific fields on average."""	No	No	No	No	No	No	Principal Investigator	Biology	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Likely	Agree	Agree	Monthly	Monthly	Never	No	No	1-5 members	25 - 34
